No.,OPVO Code,Subject Area,Program Name (EN),University (EN),Level,Status,Reg. Date,RK Citizens (KZT),Foreign Currency,Foreign Citizens (KZT/USD),English (EPVO),Price Data Year,RK (USD equiv.),Foreign (KZT equiv.)
4912,6B07203,Engineering & Technology,Metallurgy and Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
4913,8D01502,Education,Informatics,NJC «KazNWTTU,Doctoral (PhD),Updated,15.07.2021,2100000,KZT,2100000,No,2025-2026,4667,2100000
4914,6B01705,Education,Russian language and literature in schools with non-Russian language of instruction,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,13.08.2019,625000,KZT,625000,No,2025-2026,1389,625000
4915,6B01704,Education,Russian Language and Literature in Schools with Non-Russian Language of Instruction,NJC «KazNWTTU,Bachelor,Updated,15.07.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
4916,6B01703,Education,Foreign Language: Two Foreign Languages (English),Kazakh anerican free univ,Bachelor,Updated,12.07.2019,620000,KZT,620000,Yes,2025-2026,1378,620000
4917,6B01701,Education,Kazakh Language and Literature,Kazakh anerican free univ,Bachelor,Updated,03.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
4918,6B01526,Education,Biology,"non-profit joint-stock company ""Shakarim University",Bachelor,Updated,04.06.2020,550000,KZT,,No,2025-2026,1222,
4919,6B01535,Education,Natural Science (IP),"non-profit joint-stock company ""Shakarim University",Bachelor,Updated,10.08.2023,550000,KZT,,No,2025-2026,1222,
4920,7M07101,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,14.08.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
4921,6B01509,Education,Physics and computer science,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,09.07.2019,625000,KZT,625000,Yes,2025-2026,1389,625000
4922,6B01508,Education,Chemistry-Biology,NJC «KazNWTTU,Bachelor,Updated,03.07.2019,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
4923,6B01506,Education,Mathematics (IP),Almaty Humanitarian Economic University,Bachelor,Updated,29.06.2019,700000,KZT,700000,Yes,2025-2026,1556,700000
4924,6B01505,Education,Training of Mathematics Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,09.07.2019,700000,KZT,700000,Yes,2025-2026,1556,700000
4925,6B01503,Education,Training of Geography Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,02.09.2019,700000,KZT,700000,No,2025-2026,1556,700000
4926,6B01502,Education,Training of Biology Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,02.08.2019,700000,KZT,700000,No,2025-2026,1556,700000
4927,6B01406,Education,Labour Training and Entrepreneurship Fundamentals (IP),International Taraz university named after Sherkhan Murtaza,Bachelor,Updated,14.08.2019,620000,KZT,620000,No,2025-2026,1378,620000
4928,6B01402,Education,Physical Culture and Sport (IP),Kazakh anerican free univ,Bachelor,Updated,09.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
4929,6B01301,Education,Pedagogy and Methods of Primary Education,Kazakh anerican free univ,Bachelor,Updated,23.07.2019,620000,KZT,620000,Yes,2025-2026,1378,620000
4930,6B01201,Education,Preschool education and upbringing,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,12.08.2019,625000,KZT,625000,No,2025-2026,1389,625000
4931,6B01101,Education,Pedagogy and Psychology,Almaty Humanitarian Economic University,Bachelor,Updated,26.09.2019,700000,KZT,700000,No,2025-2026,1556,700000
4932,7M04103,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,28.08.2019,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
4933,7R01116,Healthcare & Medicine,"Psychiatry (adult, pediatric)",Kazakhstan Medical University School of Public Health LLP,Residency,Updated,14.06.2020,1811300,KZT,2200000,No,2025-2026,4025,2200000
4934,7M07202,Engineering & Technology,Petroleum Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,21.09.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
4935,8D05101,Natural Sciences & Mathematics,Biotechnology,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,21.08.2019,2223600,KZT,2400000,No,2025-2026,4941,2400000
4936,7M05102,Natural Sciences & Mathematics,Biotechnology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,05.09.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
4937,6B05102,Natural Sciences & Mathematics,Biotechnology,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,18.07.2019,1000000,,,No,2025-2026,2222,
4938,7M06121,Information & Communication Technologies,IoT Systems Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,04.05.2024,1278060,KZT,1725381,No,2025-2026,2840,1725381
4939,7M07105,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Master,Included,17.07.2024,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
4940,7M06306,Information & Communication Technologies,Information Security Systems,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Master,Updated,09.07.2019,1500000,KZT,3600000,Yes,2025-2026,3333,3600000
4941,6B01402,Education,Physical Culture and Sport (IP),Kazakh anerican free univ,Bachelor,Updated,03.09.2019,620000,KZT,620000,No,2025-2026,1378,620000
4942,7M11202,"Services, Tourism & Transport",Life Safety and Environmental Protection (Active),Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Master,Included,18.07.2024,1500000,KZT,3600000,No,2025-2026,3333,3600000
4943,6B02302,Arts & Humanities,Foreign Philology (European: English-French/Spanish/German),Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,28.07.2019,1190000,KZT,1400000,Yes,2025-2026,2644,1400000
4944,8D07113,Engineering & Technology,Nanomaterials and Nanotechnologies in Chemistry,Kazakh anerican free univ,Doctoral (PhD),Updated,05.08.2019,,,,Yes,,,
4945,6B07211,Engineering & Technology,Hydrogeology and Engineering Geology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,1111380,KZT,1785000,Yes,2025-2026,2470,1785000
4946,7M05201,Natural Sciences & Mathematics,Ecology and Nature Management,International University Astana LLP,Master,Updated,31.07.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
4947,6B05401,Natural Sciences & Mathematics,Mathematics,International Taraz university named after Sherkhan Murtaza,Bachelor,Updated,05.08.2019,550000,KZT,550000,No,2025-2026,1222,550000
4948,7M04202,"Business, Economics & Law",Jurisprudence (Master's),Kazakh anerican free univ,Master,Updated,21.08.2019,620000,KZT,620000,No,2025-2026,1378,620000
4949,8D10103,Healthcare & Medicine,Medicine,Asfendiyarov Kazakh National Medical University NPJSC,Doctoral (PhD),Updated,02.06.2020,1607300,KZT,2000000,Yes,2025-2026,3572,2000000
4950,8D10102,Healthcare & Medicine,Medicine (D),Turan,Doctoral (PhD),Updated,18.10.2019,2200000,,,Yes,2025-2026,4889,
4951,7M10104,Healthcare & Medicine,Preventive Medicine,Kazakhstan Medical University School of Public Health LLP,Master,Updated,09.12.2019,1811300,KZT,2200000,Yes,2025-2026,4025,2200000
4952,7M10101,Healthcare & Medicine,Public Health (P),Turan,Master,Updated,23.08.2019,800000,KZT,800000,No,2025-2026,1778,800000
4953,8D01501,Education,Physics,NJC «KazNWTTU,Doctoral (PhD),Updated,02.09.2019,2100000,KZT,2100000,No,2025-2026,4667,2100000
4954,7R01146,Healthcare & Medicine,Military Surgery,Turan,Residency,Updated,19.06.2020,1284000,KZT,,No,2025-2026,2853,
4955,7R01105,Healthcare & Medicine,"Angiosurgery (adult, pediatric)",Kazakhstan Medical University School of Public Health LLP,Residency,Updated,25.02.2021,1811300,KZT,2200000,No,2025-2026,4025,2200000
4956,7R01135,Healthcare & Medicine,Oncology (adult),Kazakhstan Medical University School of Public Health LLP,Residency,Updated,14.06.2020,1811300,KZT,2200000,No,2025-2026,4025,2200000
4957,6B07361,Engineering & Technology,"Production of Building Materials, Products and Structures",International Educational Corporation LLP,Bachelor,Updated,26.07.2019,1875000,KZT,1875000,No,2025-2026,4167,1875000
4958,7R01151,Healthcare & Medicine,Infectious Diseases (Pediatric),Turan,Residency,Updated,06.06.2022,1284000,KZT,,No,2025-2026,2853,
4959,7R01106,Healthcare & Medicine,Cardiology (Adult and Pediatric),Turan,Residency,Updated,12.06.2020,1284000,KZT,,No,2025-2026,2853,
4960,6B02202,Arts & Humanities,Religious Studies,Egyptian University of Islamic Culture Nur-Mubarak,Bachelor,Updated,07.08.2023,900000,KZT,900000,No,2025-2026,2000,900000
4961,6B04104,"Business, Economics & Law",Marketing,ALMAU,Bachelor,Updated,15.08.2019,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
4962,8D03104,Social Sciences & Journalism,Political Science,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,16.09.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
4963,8D03103,Social Sciences & Journalism,Sociology,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,27.09.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
4964,7M04105,"Business, Economics & Law",Marketing (2 years),ALMAU,Master,Updated,01.10.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
4965,7M07101,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,14.08.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
4966,7R01122,Healthcare & Medicine,"Dermatovenerology (adult, pediatric)",Kazakhstan Medical University School of Public Health LLP,Residency,Updated,12.07.2020,1811300,KZT,2200000,No,2025-2026,4025,2200000
4967,7M04236,"Business, Economics & Law",Law in Healthcare (1.5 Years),Kazakh anerican free univ,Master,Included,10.07.2024,,,,Yes,,,
4968,6B03201,Social Sciences & Journalism,Journalism,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,02.09.2019,950000,KZT,1100000,No,2025-2026,2111,1100000
4969,7M04101,"Business, Economics & Law",Management (2 years),ALMAU,Master,Updated,24.08.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
4970,6B06201,Information & Communication Technologies,Telecommunications,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,04.12.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
4971,6B07141,Engineering & Technology,Automation and Industrial Robotics,Toraighyrov University NPJSC,Bachelor,Updated,18.07.2022,650000,KZT,650000,Yes,2025-2026,1444,650000
4972,7M02104,Arts & Humanities,Media Design,Kazakh anerican free univ,Master,Updated,25.06.2021,,,,Yes,,,
4973,6B04106,"Business, Economics & Law",Accounting and Audit,ALMAU,Bachelor,Updated,11.09.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
4974,8D03203,Social Sciences & Journalism,International Journalism,Kazakh anerican free univ,Doctoral (PhD),Updated,12.08.2019,,,,Yes,,,
4975,7M08101,"Agriculture, Food & Veterinary",Agronomy,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,20.10.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
4976,7M02102,Arts & Humanities,Design,Kazakh anerican free univ,Master,Updated,05.08.2019,,,,No,,,
4977,7M05101,Natural Sciences & Mathematics,Biotechnology,ATU,Master,Updated,21.08.2019,920000,KZT,920000,No,2025-2026,2044,920000
4978,6B04102,"Business, Economics & Law",Mathematical Economics and Data Analysis,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.08.2019,905760,KZT,1700000,Yes,2025-2026,2013,1700000
4979,6B04101,"Business, Economics & Law",Management,ALMAU,Bachelor,Updated,11.09.2019,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
4980,7M02304,Arts & Humanities,Translation Studies,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,02.05.2020,905760,KZT,1222776,No,2025-2026,2013,1222776
4981,7M02303,Arts & Humanities,Foreign Philology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,19.08.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
4982,7R01139,Healthcare & Medicine,Therapy,Turan,Residency,Updated,17.06.2020,1284000,KZT,,No,2025-2026,2853,
4983,6B04103,"Business, Economics & Law",Business Administration in Entrepreneurship,ALMAU,Bachelor,Updated,04.11.2019,3200000,KZT,3200000,No,2025-2026,7111,3200000
4984,7M03203,Social Sciences & Journalism,International Journalism,Kazakh anerican free univ,Master,Updated,13.08.2019,,,,Yes,,,
4985,7M04111,"Business, Economics & Law",Finance (Master's - 2 years),Turan,Master,Updated,19.08.2019,1573200,KZT,1573200,Yes,2025-2026,3496,1573200
4986,8D03102,Social Sciences & Journalism,Cultural Studies,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,04.09.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
4987,8D02202,Arts & Humanities,Religious Studies,Egyptian University of Islamic Culture Nur-Mubarak,Doctoral (PhD),Updated,29.07.2019,,,,Yes,,,
4988,6B04107,"Business, Economics & Law",Marketing,Turan,Bachelor,Included,26.06.2024,1476600,KZT,1476600,Yes,2025-2026,3281,1476600
4989,8D01608,Education,History: World History,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,23.08.2022,905760,KZT,1222776,No,2025-2026,2013,1222776
4990,8D01605,Education,New Social History of Kazakhstan,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,10.08.2021,905760,KZT,1222776,No,2025-2026,2013,1222776
4991,7R01110,Healthcare & Medicine,Physical Medicine and Rehabilitation (Adult and Pediatric),Turan,Residency,Updated,04.06.2020,1284000,KZT,,No,2025-2026,2853,
4992,7M05121,Natural Sciences & Mathematics,Agro-Biotechnology,Kazakh anerican free univ,Master,Included,25.06.2024,,,,Yes,,,
4993,8D02301,Arts & Humanities,Philology,NJC «KazNWTTU,Doctoral (PhD),Updated,24.08.2019,2100000,KZT,2100000,No,2025-2026,4667,2100000
4994,7R01148,Healthcare & Medicine,Obstetrics and Gynecology (Adult and Pediatric),Turan,Residency,Updated,13.06.2020,1284000,KZT,,No,2025-2026,2853,
4995,7R01120,Healthcare & Medicine,"Angiosurgery Adult, Pediatric",Turan,Residency,Included,19.06.2024,1284000,KZT,,No,2025-2026,2853,
4996,7R01130,Healthcare & Medicine,"Cardiosurgery (adult, pediatric)",Kazakhstan Medical University School of Public Health LLP,Residency,Updated,03.06.2020,1811300,KZT,2200000,No,2025-2026,4025,2200000
4997,7R01137,Healthcare & Medicine,"Neurology Adult, Pediatric",Turan,Residency,Included,28.06.2024,1284000,KZT,,No,2025-2026,2853,
4998,7R01120,Healthcare & Medicine,"Angiosurgery Adult, Pediatric",Turan,Residency,Updated,04.06.2020,1284000,KZT,,No,2025-2026,2853,
4999,7R01129,Healthcare & Medicine,"Neurosurgery (adult, pediatric)",Kazakhstan Medical University School of Public Health LLP,Residency,Updated,04.06.2020,1811300,KZT,2200000,No,2025-2026,4025,2200000
5000,7M04150,"Business, Economics & Law",State Audit,Kazakh anerican free univ,Master,Included,05.07.2024,,,,Yes,,,
5001,7R01103,Healthcare & Medicine,Neonatology,Kazakhstan Medical University School of Public Health LLP,Residency,Updated,18.06.2020,1811300,KZT,2200000,No,2025-2026,4025,2200000
5002,8D01702,Education,Russian Language and Literature,NJC «KazNWTTU,Doctoral (PhD),Updated,12.08.2019,2100000,KZT,2100000,No,2025-2026,4667,2100000
5003,6B01904,Education,Special Education: Education for the Blind,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,12.08.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
5004,6B02113,Arts & Humanities,Media and Game Technology,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Bachelor,Updated,19.08.2019,1094500,KZT,1094500,Yes,2025-2026,2432,1094500
5005,6B02102,Arts & Humanities,Design,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,16.08.2019,1004700,KZT,1837680,Yes,2025-2026,2233,1837680
5006,6B01416,Education,"Art Education, Graphics and Design",Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,15.06.2020,905760,KZT,1222776,No,2025-2026,2013,1222776
5007,6B01402,Education,Physical Culture and Sport (IP),Kazakh anerican free univ,Bachelor,Updated,19.09.2019,620000,KZT,620000,No,2025-2026,1378,620000
5008,6B01404,Education,Physical Culture and Sports,Kyzylorda University Bolashak LLP,Bachelor,Updated,02.09.2019,450000,KZT,450000,No,2025-2026,1000,450000
5009,8D03117,Social Sciences & Journalism,Psychology,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,29.08.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
5010,8D01701,Education,Kazakh Language and Literature,NJC «KazNWTTU,Doctoral (PhD),Updated,02.08.2019,2100000,KZT,2100000,No,2025-2026,4667,2100000
5011,7M01602,Education,History,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,08.08.2022,905760,KZT,1222776,No,2025-2026,2013,1222776
5012,6B01603,Education,History and Social Studies IP,NJC «KazNWTTU,Bachelor,Updated,26.08.2019,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
5013,6B01604,Education,History,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,07.08.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
5014,8D07104,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,21.01.2022,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5015,8D02162,Arts & Humanities,Art Studies,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Doctoral (PhD),Updated,24.08.2019,,,,No,,,
5016,7M01601,Education,History,Kyzylorda University Bolashak LLP,Master,Updated,19.09.2019,600000,KZT,600000,Yes,2025-2026,1333,600000
5017,7M01601,Education,History,Kyzylorda University Bolashak LLP,Master,Updated,26.07.2019,600000,KZT,600000,Yes,2025-2026,1333,600000
5018,8D02201,Arts & Humanities,Islamic Studies,Egyptian University of Islamic Culture Nur-Mubarak,Doctoral (PhD),Updated,14.06.2020,,,,No,,,
5019,7M03206,Social Sciences & Journalism,Library Information Systems,Kazakh anerican free univ,Master,Updated,15.08.2019,,,,Yes,,,
5020,6B01510,Education,Geography,NJC «KazNWTTU,Bachelor,Updated,19.08.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
5021,7M01518,Education,Geography,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,28.04.2023,762000,KZT,800000,No,2026-2027,1693,800000
5022,8D10101,Healthcare & Medicine,Public Health (PhD),Kazakhstan Medical University School of Public Health LLP,Doctoral (PhD),Updated,21.08.2019,1811300,KZT,2200000,Yes,2025-2026,4025,2200000
5023,8D04103,"Business, Economics & Law",Marketing (PhD),ALMAU,Doctoral (PhD),Updated,04.05.2020,1500000,KZT,1500000,No,2025-2026,3333,1500000
5024,8D05201,Natural Sciences & Mathematics,Bioecological Engineering,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,27.04.2020,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5025,7R01110,Healthcare & Medicine,Clinical Laboratory Diagnostics,Turan,Residency,Included,03.07.2024,1284000,KZT,,No,2025-2026,2853,
5026,7M01514,Education,Computer Science,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,21.08.2019,762000,KZT,800000,No,2026-2027,1693,800000
5027,8D04102,"Business, Economics & Law",Management,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,09.04.2020,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5028,7M02203,Arts & Humanities,Archaeology and Ethnology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,06.04.2020,905760,KZT,1222776,No,2025-2026,2013,1222776
5029,7M11201,"Services, Tourism & Transport",Hygiene and Occupational Safety,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,23.08.2019,1700040,KZT,2265960,Yes,2025-2026,3778,2265960
5030,8D02201,Arts & Humanities,Islamic Studies,Egyptian University of Islamic Culture Nur-Mubarak,Doctoral (PhD),Updated,28.07.2019,,,,No,,,
5031,6B01507,Education,Mathematics and physics,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,31.07.2019,625000,KZT,625000,No,2025-2026,1389,625000
5032,6B01501,Education,Training of Computer Science Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,05.08.2019,700000,KZT,700000,No,2025-2026,1556,700000
5033,6B01504,Education,Training of Chemistry Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,18.07.2019,700000,KZT,700000,No,2025-2026,1556,700000
5034,7M10140,Healthcare & Medicine,Public Health,South Kazakhstan Medical Academy JSC,Master,Updated,09.10.2020,1200000,,,No,2025-2026,2667,
5035,7M10102,Healthcare & Medicine,Medicine (P),Turan,Master,Updated,21.08.2019,1290000,,,Yes,2025-2026,2867,
5036,7M07110,Engineering & Technology,Chemical Processes and Production of Chemical Materials,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,20.09.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5037,6B02104,Arts & Humanities,Scenography,Almaty Humanitarian Economic University,Bachelor,Updated,07.06.2021,700000,KZT,700000,Yes,2025-2026,1556,700000
5038,6B02103,Arts & Humanities,Digital Filmmaking,ALMAU,Bachelor,Updated,04.06.2021,2900000,KZT,2900000,No,2025-2026,6444,2900000
5039,7M07201,Engineering & Technology,Automation and Digitalisation of Metallurgical Processes,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,25.07.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5040,8D07201,Engineering & Technology,Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,19.08.2019,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5041,6B07152,Engineering & Technology,Technological Machinery and Predictive Equipment Diagnostics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,21.06.2023,1278060,KZT,1725381,No,2025-2026,2840,1725381
5042,6B07110,Engineering & Technology,Control and Measurement Instruments and Systems in Robotics,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,09.07.2019,1260000,KZT,1800000,No,2025-2026,2800,1800000
5043,6B07205,Engineering & Technology,Mining Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,13.08.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
5044,6B07202,Engineering & Technology,Geology and Exploration of Mineral Deposits,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,27.09.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
5045,6B08201,"Agriculture, Food & Veterinary",Technology of Livestock Product Production,ATU,Bachelor,Updated,19.08.2019,920000,KZT,1009600,No,2025-2026,2044,1009600
5046,7M08201,"Agriculture, Food & Veterinary",Animal Production Technology,Manash Kozybayev North Kazakhstan University NPJSC,Master,Updated,12.08.2019,610500,KZT,610500,No,2025-2026,1357,610500
5047,6B07201,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
5048,6B01450,Education,Vocational Training,UIB,Bachelor,Updated,01.07.2019,1899000,KZT,1899000,No,2025-2026,4220,1899000
5049,6B01515,Education,Geography (IP),Almaty Humanitarian Economic University,Bachelor,Included,31.05.2024,700000,KZT,700000,No,2025-2026,1556,700000
5050,8D07101,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,12.08.2019,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5051,7M10105,Healthcare & Medicine,Medicine,"Semey Medical University"" Non-commercial joint-stock company",Master,Updated,30.07.2021,1200000,KZT,2040000,No,2025-2026,2667,2040000
5052,7M04201,"Business, Economics & Law",Jurisprudence (2 years),ALMAU,Master,Updated,02.08.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
5053,7M01411,Education,Physical Culture and Sports,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,01.07.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
5054,7M01805,Education,Social Pedagogy,Kazakh anerican free univ,Master,Updated,31.07.2023,,,,Yes,,,
5055,7M04201,"Business, Economics & Law",Jurisprudence (2 years),ALMAU,Master,Updated,29.07.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
5056,8D01802,Education,Social Pedagogy,Kazakh anerican free univ,Doctoral (PhD),Updated,31.07.2023,,,,Yes,,,
5057,6B07110,Engineering & Technology,Control and Measurement Instruments and Systems in Robotics,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,02.05.2020,1260000,KZT,1800000,No,2025-2026,2800,1800000
5058,8D01407,Education,Art and Drawing Teacher Training,NJC «KazNWTTU,Doctoral (PhD),Updated,23.08.2019,1100000,KZT,,No,2025-2026,2444,
5059,6B07106,Engineering & Technology,Instrumentation Engineering,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,05.08.2019,1260000,KZT,1800000,No,2025-2026,2800,1800000
5060,8D07105,Engineering & Technology,Biomedical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,18.08.2021,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5061,6B01508,Education,Chemistry-Biology,NJC «KazNWTTU,Bachelor,Updated,29.06.2019,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
5062,7M05101,Natural Sciences & Mathematics,Biotechnology,ATU,Master,Updated,05.09.2019,920000,KZT,920000,No,2025-2026,2044,920000
5063,7M07102,Engineering & Technology,Thermal Power Engineering,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Master,Updated,26.07.2019,1500000,KZT,3600000,No,2025-2026,3333,3600000
5064,7M10140,Healthcare & Medicine,Public Health,South Kazakhstan Medical Academy JSC,Master,Updated,09.10.2020,1200000,,,No,2025-2026,2667,
5065,7M10102,Healthcare & Medicine,Medicine (P),Turan,Master,Updated,21.08.2019,1290000,,,Yes,2025-2026,2867,
5066,7M07110,Engineering & Technology,Chemical Processes and Production of Chemical Materials,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,20.09.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5067,6B02104,Arts & Humanities,Scenography,Almaty Humanitarian Economic University,Bachelor,Updated,07.06.2021,700000,KZT,700000,Yes,2025-2026,1556,700000
5068,6B02103,Arts & Humanities,Digital Filmmaking,ALMAU,Bachelor,Updated,04.06.2021,2900000,KZT,2900000,No,2025-2026,6444,2900000
5069,7M07201,Engineering & Technology,Automation and Digitalisation of Metallurgical Processes,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,25.07.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5070,8D07201,Engineering & Technology,Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,19.08.2019,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5071,6B07152,Engineering & Technology,Technological Machinery and Predictive Equipment Diagnostics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,21.06.2023,1278060,KZT,1725381,No,2025-2026,2840,1725381
